[DubaiMatrixASI] 15:15:54.870    ERROR │ ❌ Execução falhou: todas as tentativas retornaram erro no MT5
[DubaiMatrixASI] 15:15:55.151   SIGNAL │ 🎯 DECISION: BUY | BUY signal=+0.252 conf=0.76 coherence=0.47 regime=DRIFTING_BEAR ATR=207.15 RR=1.50 | Quantum: SIGNAL=+0.252 COHERENCE=0.47 CONFIDENCE=0.76 ENTROPY=0.87 CPP=0.003ms COLLAPSED | BULL[11] BEAR[8] NEUT[9] | MC[score=-0.058 WP=44.8% EV=+5.43 CVaR=-165.72 sim=18.9ms]
[DubaiMatrixASI] 15:15:55.152  WARNING │ ⚠️ CAPITAL PRESERVATION ACTIVE: Balanço ($7520.78) abaixo do reservado ($8405.68). Reduzindo agressividade.
[DubaiMatrixASI] 15:15:55.153    OMEGA │ ⚡ ⚡ EXECUTING BUY lot=4.54 (em 20 slots) price=68343.37 SL=68177.65 TP=68591.95
[DubaiMatrixASI] 15:15:55.154    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.155    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.155    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.156    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.156    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.157    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.157    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.158    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.158    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.159    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.159    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.160    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.161    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.161    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.162    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.163    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.163    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.164    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.165    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.165    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.165    ERROR │ ❌ Execução falhou: todas as tentativas retornaram erro no MT5
[DubaiMatrixASI] 15:15:55.358   SIGNAL │ 🎯 DECISION: BUY | BUY signal=+0.315 conf=0.81 coherence=0.48 regime=DRIFTING_BEAR ATR=207.15 RR=1.50 | Quantum: SIGNAL=+0.315 COHERENCE=0.48 CONFIDENCE=0.81 ENTROPY=0.87 CPP=0.002ms COLLAPSED | BULL[11] BEAR[8] NEUT[8] | MC[score=-0.099 WP=43.4% EV=+0.37 CVaR=-165.72 sim=18.6ms]
[DubaiMatrixASI] 15:15:55.360    OMEGA │ ⚡ 🔥 HIGH CONVICTION DETECTED (Conf=0.81). Sizing Multiplier = 15.0x
[DubaiMatrixASI] 15:15:55.365  WARNING │ ⚠️ CAPITAL PRESERVATION ACTIVE: Balanço ($7520.78) abaixo do reservado ($8405.68). Reduzindo agressividade.
[DubaiMatrixASI] 15:15:55.366    OMEGA │ ⚡ ⚡ EXECUTING BUY lot=4.54 (em 20 slots) price=68347.93 SL=68182.21 TP=68596.51
[DubaiMatrixASI] 15:15:55.367    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.368    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.368    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.369    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.369    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.370    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.370    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.371    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.371    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.372    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.372    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.373    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.373    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.374    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.374    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.374    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.375    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.375    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.376    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.376    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.377    ERROR │ ❌ Execução falhou: todas as tentativas retornaram erro no MT5
[DubaiMatrixASI] 15:15:55.635   SIGNAL │ 🎯 DECISION: BUY | BUY signal=+0.316 conf=0.81 coherence=0.48 regime=DRIFTING_BEAR ATR=207.30 RR=1.50 | Quantum: SIGNAL=+0.316 COHERENCE=0.48 CONFIDENCE=0.81 ENTROPY=0.87 CPP=0.002ms COLLAPSED | BULL[11] BEAR[8] NEUT[8] | MC[score=-0.073 WP=44.4% EV=+3.44 CVaR=-165.84 sim=18.7ms]
[DubaiMatrixASI] 15:15:55.635    OMEGA │ ⚡ 🔥 HIGH CONVICTION DETECTED (Conf=0.81). Sizing Multiplier = 15.0x
[DubaiMatrixASI] 15:15:55.641  WARNING │ ⚠️ CAPITAL PRESERVATION ACTIVE: Balanço ($7520.78) abaixo do reservado ($8405.68). Reduzindo agressividade.
[DubaiMatrixASI] 15:15:55.653    OMEGA │ ⚡ ⚡ EXECUTING BUY lot=4.54 (em 20 slots) price=68348.85 SL=68183.01 TP=68597.61
[DubaiMatrixASI] 15:15:55.655    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.664    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.670    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.670    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.671    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.671    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.672    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.672    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.672    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.673    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.673    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.674    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.674    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.674    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.675    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.675    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.676    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.676    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.677    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.677    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.677    ERROR │ ❌ Execução falhou: todas as tentativas retornaram erro no MT5
[DubaiMatrixASI] 15:15:55.887   SIGNAL │ 🎯 DECISION: BUY | BUY signal=+0.316 conf=0.81 coherence=0.48 regime=DRIFTING_BEAR ATR=207.30 RR=1.50 | Quantum: SIGNAL=+0.316 COHERENCE=0.48 CONFIDENCE=0.81 ENTROPY=0.87 CPP=0.002ms COLLAPSED | BULL[11] BEAR[8] NEUT[8] | MC[score=-0.106 WP=43.2% EV=-0.57 CVaR=-165.84 sim=18.6ms]
[DubaiMatrixASI] 15:15:55.887    OMEGA │ ⚡ 🔥 HIGH CONVICTION DETECTED (Conf=0.81). Sizing Multiplier = 15.0x
[DubaiMatrixASI] 15:15:55.888  WARNING │ ⚠️ CAPITAL PRESERVATION ACTIVE: Balanço ($7520.78) abaixo do reservado ($8405.68). Reduzindo agressividade.
[DubaiMatrixASI] 15:15:55.888    OMEGA │ ⚡ ⚡ EXECUTING BUY lot=4.54 (em 20 slots) price=68348.85 SL=68183.01 TP=68597.61
[DubaiMatrixASI] 15:15:55.890    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.890    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.891    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.891    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.891    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.892    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.892    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.893    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.893    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.894    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.894    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.894    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.895    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.895    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.896    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.896    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.897    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.897    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.898    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.898    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:55.899    ERROR │ ❌ Execução falhou: todas as tentativas retornaram erro no MT5
[DubaiMatrixASI] 15:15:56.121   SIGNAL │ 🎯 DECISION: BUY | BUY signal=+0.316 conf=0.81 coherence=0.48 regime=DRIFTING_BEAR ATR=207.30 RR=1.50 | Quantum: SIGNAL=+0.316 COHERENCE=0.48 CONFIDENCE=0.81 ENTROPY=0.87 CPP=0.002ms COLLAPSED | BULL[11] BEAR[8] NEUT[8] | MC[score=-0.048 WP=45.2% EV=+6.62 CVaR=-165.84 sim=18.4ms]
[DubaiMatrixASI] 15:15:56.138    OMEGA │ ⚡ 🔥 HIGH CONVICTION DETECTED (Conf=0.81). Sizing Multiplier = 15.0x
[DubaiMatrixASI] 15:15:56.144  WARNING │ ⚠️ CAPITAL PRESERVATION ACTIVE: Balanço ($7520.78) abaixo do reservado ($8405.68). Reduzindo agressividade.
[DubaiMatrixASI] 15:15:56.144    OMEGA │ ⚡ ⚡ EXECUTING BUY lot=4.54 (em 20 slots) price=68348.85 SL=68183.01 TP=68597.61
[DubaiMatrixASI] 15:15:56.162    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.163    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.173    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.178    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.179    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.179    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.180    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.180    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.181    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.181    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.182    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.182    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.183    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.183    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.184    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.184    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.185    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.185    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.186    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.186    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.186    ERROR │ ❌ Execução falhou: todas as tentativas retornaram erro no MT5
[DubaiMatrixASI] 15:15:56.409   SIGNAL │ 🎯 DECISION: BUY | BUY signal=+0.316 conf=0.81 coherence=0.48 regime=DRIFTING_BEAR ATR=207.30 RR=1.50 | Quantum: SIGNAL=+0.316 COHERENCE=0.48 CONFIDENCE=0.81 ENTROPY=0.87 CPP=0.002ms COLLAPSED | BULL[11] BEAR[8] NEUT[8] | MC[score=-0.093 WP=43.5% EV=+1.41 CVaR=-165.84 sim=18.6ms]
[DubaiMatrixASI] 15:15:56.409    OMEGA │ ⚡ 🔥 HIGH CONVICTION DETECTED (Conf=0.81). Sizing Multiplier = 15.0x
[DubaiMatrixASI] 15:15:56.410  WARNING │ ⚠️ CAPITAL PRESERVATION ACTIVE: Balanço ($7520.78) abaixo do reservado ($8405.68). Reduzindo agressividade.
[DubaiMatrixASI] 15:15:56.410    OMEGA │ ⚡ ⚡ EXECUTING BUY lot=4.54 (em 20 slots) price=68348.85 SL=68183.01 TP=68597.61
[DubaiMatrixASI] 15:15:56.412    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.412    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.413    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.413    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.413    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.414    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.414    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.415    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.415    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.416    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.416    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.416    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.417    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.417    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.418    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.418    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.419    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.419    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.420    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.420    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.420    ERROR │ ❌ Execução falhou: todas as tentativas retornaram erro no MT5
[DubaiMatrixASI] 15:15:56.648   SIGNAL │ 🎯 DECISION: BUY | BUY signal=+0.316 conf=0.81 coherence=0.48 regime=DRIFTING_BEAR ATR=207.30 RR=1.50 | Quantum: SIGNAL=+0.316 COHERENCE=0.48 CONFIDENCE=0.81 ENTROPY=0.87 CPP=0.002ms COLLAPSED | BULL[11] BEAR[8] NEUT[8] | MC[score=-0.061 WP=44.9% EV=+4.82 CVaR=-165.84 sim=18.8ms]
[DubaiMatrixASI] 15:15:56.648    OMEGA │ ⚡ 🔥 HIGH CONVICTION DETECTED (Conf=0.81). Sizing Multiplier = 15.0x
[DubaiMatrixASI] 15:15:56.649  WARNING │ ⚠️ CAPITAL PRESERVATION ACTIVE: Balanço ($7520.78) abaixo do reservado ($8405.68). Reduzindo agressividade.
[DubaiMatrixASI] 15:15:56.666    OMEGA │ ⚡ ⚡ EXECUTING BUY lot=4.54 (em 20 slots) price=68348.85 SL=68183.01 TP=68597.61
[DubaiMatrixASI] 15:15:56.668    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.677    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.683    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.683    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.684    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.684    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.685    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.685    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.686    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.686    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.686    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.687    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.687    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.688    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.688    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.689    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.689    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.690    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.690    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
[DubaiMatrixASI] 15:15:56.691    ERROR │ ❌ Exceção no disparo do slot: MT5Bridge.send_market_order() got an unexpected keyword argument 'price'
